WKN;Name;ISIN;Branche;Sektor;Stock3Score;Momentum_&_Vola;Kursperform 6 M;Kursperform_1_J;Delta_52_Wochen_Hoch;Vola_1_J;Bewertung;KUV;Free_Cash_Flow;PEG_Ratio;KGV_(2023);KGV_(2024);Kursziel;Wachstum;Umsatzwachstum_ueber_5_J;EPS-Wachstum_ueber_5_J;Umsatzwachstum_(2023);Umsatzwachstum_(2024);Wachstum_des_verwaesserten_Gewinns_je_Aktie_(2023);Wachstum_des_verwaesserten_Gewinns_je_Aktie_(2024);Qualitaet_und_Verschuldung;Eigenkapitalrendite;Eigenkapitalquote;EBIT-Marge;Liquiditaet_dritten_Grades;Liquiditaet_zweiten_Grades;Verhaeltnis_aus_Schulden_zum_EK;Verhaeltnis_aus_Schulden_und_Vermoegenswerten;Zinsdeckungsgrad;Dividende_&_Aktienrueckkaeufe;Gesamtrendite;Payout_Ratio;Dividende_(2023);Dividende_(2024
;Hunter Douglas N.V.;;Einrichtung, Ausstattung und Geräte;Zyklische Konsumgüter;-;76;44;-;82;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SharkNinja Inc.;;Einrichtung, Ausstattung und Geräte;Zyklische Konsumgüter;-;43;17;-;76;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZEAL24;Zeal Network SE;DE000ZEAL241;Glücksspiel;Zyklische Konsumgüter;60;53;-18,46;20,87;-21,78;0,280;19;6,76;25,99;-;42,54;31,02;37,89;42;-26,76;-77,31;7,74;10,72;0,23;37,13;92;4,08;18,21;71,33;3,13;1,80;9,98;7,12;5.636,41;39;6,24;138,89;3,40;3,50
A14RX5;Flutter Entertainment PLC;IE00BWT6H894;Glücksspiel;Zyklische Konsumgüter;15;41;-20,78;6,39;-26,12;0,299;16;2,62;47,85;9,43;28,09;22,01;43,38;96;418,08;85,72;26,16;10,67;158,49;27,59;9;-0,56;1,91;49,84;0,87;0,33;58,61;29,21;-21,70;20;0,53;-;0,10;1,20
A2PK19;Evolution Gaming Gr.AB (publ);SE0012673267;Glücksspiel;Zyklische Konsumgüter;97;31;-28,52;-6,27;-30,60;0,288;36;12,60;21,95;-;17,92;16,08;45,25;96;645,38;971,38;25,57;19,57;24,77;11,42;100;29,38;62,93;79,19;2,60;1,93;2,30;1,82;19.765,79;53;2,16;51,55;2,80;3,10
A3DL31;DraftKings Inc.;US26142V1052;Glücksspiel;Zyklische Konsumgüter;10;68;37,61;62,70;-17,36;0,632;7;4,32;neg.;-;neg.;neg.;31,41;50;1.461,26;-496,96;57,68;21,13;-151,87;-133,71;31;-83,93;-40,66;32,74;1,67;1,22;100,15;32,79;-;5;0,36;-;0,00;0,00
923011;Churchill Downs Inc.;US1714841087;Glücksspiel;Zyklische Konsumgüter;19;51;-10,43;0,98;-23,70;0,316;21;3,91;162,29;1,57;22,14;18,35;32,59;86;143,78;17,90;35,91;13,92;-13,05;20,61;14;48,97;31,91;8,89;0,55;0,36;835,12;74,20;513,31;31;1,36;6,25;0,30;0,40
511170;zooplus AG;DE0005111702;Fachhandel;Zyklische Konsumgüter;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1H5JY;O'Reilly Automotive Inc.[New];US67103H1077;Fachhandel;Zyklische Konsumgüter;17;95;20;75;7;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A3DSL8;Alimentation Couche-Tard;CA01626P1484;Fachhandel;Zyklische Konsumgüter;52;98;43;40;47;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
881531;AutoZone Inc.;US0533321024;Fachhandel;Zyklische Konsumgüter;19;83;28;75;6;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
889826;Tractor Supply Co.;US8923561067;Fachhandel;Zyklische Konsumgüter;36;50;27;63;40;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A2ASUV;Anheuser-Busch InBev SA/NV;BE0974293251;Getränke - Brauereien;Defensive Konsumgüter;17;59;-16,78;-1,56;-19,72;0,192;46;1,89;24,70;1,14;17,61;15,12;27,14;40;14,79;35,82;5,37;4,06;1,07;16,45;14;8,39;23,86;34,47;0,67;0,46;108,98;37,56;314,36;27;1,43;-;1,90;2,50
A0CA0G;Heineken N.V.;NL0000009165;Getränke - Brauereien;Defensive Konsumgüter;27;52;-21,01;-2,48;-22,31;0,194;31;1,60;72,52;1,28;21,61;18,64;25,34;57;36,07;43,69;6,55;5,85;3,60;15,84;23;13,35;13,48;37,31;0,78;0,48;83,77;31,25;956,26;50;4,27;37,20;1,70;1,90
A0ETXG;Heineken Holding N.V.;NL0000008977;Getränke - Brauereien;Defensive Konsumgüter;39;58;-19,42;1,82;-21,28;0,184;62;0,69;42,17;1,99;16,94;13,38;41,99;57;35,91;23,28;6,43;6,49;-11,37;26,63;14;13,76;13,48;18,50;0,78;0,48;168,94;31,25;956,26;93;7,31;37,12;-;-
861061;Carlsberg AS;DK0010181759;Getränke - Brauereien;Defensive Konsumgüter;36;50;-21,67;-1,76;-24,08;0,184;33;1,70;23,93;4,57;16,34;14,86;26,08;59;18,09;53,65;5,04;4,24;603,55;9,92;28;24,99;15,75;27,66;0,70;0,32;89,79;24,84;1.527,08;72;6,10;50,63;3,20;3,40
A0DPTB;Molson Coors Beverage Co.;US60871R2094;Getränke - Brauereien;Defensive Konsumgüter;27;82;0,84;19,57;-17,09;0,236;49;1,15;22,41;3,04;11,61;11,24;15,42;34;8,45;-2,07;9,15;0,13;525,09;3,34;10;0,31;4,14;49,05;0,78;0,43;52,07;25,54;75,06;57;2,91;22,94;2,80;2,90
A0M46B;Iberdrola S.A.;ES0144580Y14;Versorgungsunternehmen - Diverzifierte;Versorger;19;67;-13,08;1,03;-15,57;0,181;34;1,23;30,37;3,23;14,21;13,53;20,94;21;57,85;63,31;2,63;0,09;-92,94;5,02;12;10,06;16,18;26,59;0,81;0,55;122,61;32,60;470,34;69;7,35;79,29;5,00;5,20
928624;ENEL S.p.A.;IT0003128367;Versorgungsunternehmen - Diverzifierte;Versorger;24;83;-8,28;25,66;-11,41;0,204;57;0,48;66,70;3,84;9,26;8,64;35,89;33;44,05;29,81;-22,67;0,03;306,75;7,12;4;7,32;9,68;13,05;0,95;0,58;306,75;40,03;432,61;58;6,89;266,67;7,60;7,70
915266;Sempra Energy;US8168511090;Versorgungsunternehmen - Diverzifierte;Versorger;24;64;-12,09;-2,47;-17,53;0,201;15;2,62;neg.;2,69;15,46;14,53;18,76;74;66,09;160,67;16,21;2,17;35,23;6,43;14;9,43;19,97;34,53;0,60;0,39;106,57;36,80;227,42;64;3,54;69,18;3,40;3,60
A0ER6Q;Engie S.A.;FR0010208488;Versorgungsunternehmen - Diverzifierte;Versorger;52;88;-5,50;11,29;-5,86;0,201;69;0,35;15,00;3,36;6,81;8,20;26,03;61;72,81;483,13;4,88;-9,38;2.597,00;-16,95;11;-15,38;-5,97;14,54;1,11;0,66;118,51;17,24;-5,68;66;10,28;1.750,00;9,60;8,00
ENAG99;E.ON SE;DE000ENAG999;Versorgungsunternehmen - Diverzifierte;Versorger;57;86;-9,12;28,43;-12,38;0,176;73;0,25;10,59;1,83;9,93;10,93;15,94;27;272,26;-26,31;-5,39;-8,62;56,86;-9,20;25;4,17;2,34;11,07;1,39;1,17;351,97;32,41;290,37;61;4,70;72,86;4,90;5,10
A2JNF4;Adyen NV;NL0012969182;Software-Infrastruktur;Technologie;30;2;-53,11;-53,26;-59,81;0,630;48;3,75;18,66;1,04;34,68;27,91;44,65;59;-1,86;342,78;-81,85;24,41;8,20;24,39;90;23,34;12,65;31,67;1,42;1,39;8,42;2,67;6.118,05;9;0,02;-;0,00;0,10
870747;Microsoft Corp.;US5949181045;Software-Infrastruktur;Technologie;80;93;16,38;35,44;-10,59;0,292;11;11,64;42,38;2,42;36,89;29,71;21,30;79;87,29;115,61;6,88;11,22;0,31;13,35;92;38,82;43,07;50,06;1,77;1,54;29,08;14,56;4.638,16;36;1,73;28,10;0,80;0,90
871460;Oracle Corp.;US68389X1054;Software-Infrastruktur;Technologie;29;83;7,06;40,54;-19,88;0,281;34;5,92;45,49;1,25;34,96;18,40;26,42;87;36,06;81,77;17,71;7,60;27,39;76,00;4;-;26,36;0,80;0,91;0,74;8.432,53;67,33;360,37;40;1,82;46,91;1,51;1,40
871981;Adobe Inc.;US00724F1012;Software-Infrastruktur;Technologie;73;97;44,30;77,73;-5,21;0,345;9;13,61;34,73;2,07;34,13;30,21;10,10;91;114,57;201,61;10,05;12,29;57,20;12,98;91;33,97;35,06;51,72;1,11;1,00;32,97;17,05;5.464,29;10;2,08;-;0,00;0,00
A1JZ0Q;Palo Alto Networks Inc.;US6974351057;Software-Infrastruktur;Technologie;39;89;27,36;50,87;-8,06;0,397;15;12,97;29,88;1,75;386,54;45,79;14,69;99;182,68;1.741,40;25,29;18,92;-;268,28;25;44,90;8,51;12,06;0,78;0,68;129,87;15,66;2.862,44;6;0,38;-;-;0,00
A1CXN0;Amadeus IT Group S.A.;ES0109067019;Reisedienstleistungen;Zyklische Konsumgüter;57;56;-15,13;2,47;-23,08;0,221;43;5,25;26,49;0,94;22,83;18,51;31,15;79;10,93;1,55;22,06;13,43;59,88;23,34;51;20,24;24,69;39,13;1,03;0,87;96,25;37,66;1.114,78;44;1,42;50,00;2,00;2,50
A2JEXP;Booking Holdings Inc.;US09857L1089;Reisedienstleistungen;Zyklische Konsumgüter;73;86;3,60;52,30;-14,63;0,274;47;5,65;18,10;0,65;19,17;16,34;23,99;90;45,47;71,86;23,65;11,43;88,80;17,36;63;267,13;32,22;10,97;1,86;1,73;468,62;51,41;1.103,32;23;8,71;-;0,00;0,00
A2QG35;Airbnb Inc. Registered Shares DL -,01;US0090661010;Reisedienstleistungen;Zyklische Konsumgüter;65;44;2,37;-0,90;-23,28;0,465;18;9,03;23,22;1,38;30,21;27,34;19,26;94;169,37;12.289,63;17,13;13,03;32,47;10,49;91;44,64;26,80;34,67;1,86;1,81;42,10;14,60;8.387,50;13;2,86;-;0,00;0,00
886286;Royal Caribbean Cruises Ltd.;LR0008862868;Reisedienstleistungen;Zyklische Konsumgüter;10;70;31,15;66,36;-27,53;0,392;36;1,77;neg.;11,59;13,32;9,79;48,75;74;45,18;-28,51;55,91;12,27;-27,24;36,14;2;-1,67;12,04;8,49;0,37;0,29;836,37;71,04;-58,04;21;0,00;25,25;0,00;0,00
120100;Carnival Corp.;PA1436583006;Reisedienstleistungen;Zyklische Konsumgüter;7;50;22,09;38,17;-42,05;0,535;41;0,74;neg.;1,08;neg.;12,11;50,76;57;13,87;-102,01;76,66;12,75;-101,73;945,59;1;-21,17;2,11;13,66;0,71;0,42;507,94;69,40;-277,87;29;1,88;46,30;0,00;0,40
A1J4U4;ASML Holding N.V.;NL0010273215;Halbleiter Ausstattung und Materialien;Technologie;65;62;-3,35;15,45;-21,13;0,316;29;8,55;38,10;1,26;28,08;27,38;27,98;86;148,89;218,79;28,64;3,41;37,52;7,17;72;81,25;33,05;24,27;1,28;0,80;48,35;11,74;10.718,59;39;2,06;41,05;1,20;1,30
865177;Applied Materials Inc.;US0382221051;Halbleiter Ausstattung und Materialien;Technologie;69;86;19,17;64,27;-12,80;0,380;33;4,52;25,68;4,59;17,03;17,37;17,69;38;57,56;164,06;2,08;-0,61;5,76;-1,92;86;47,44;29,12;45,63;2,16;1,23;47,80;21,81;3.432,89;40;3,24;13,71;0,80;0,90
869686;Lam Research Corp.;US5128071082;Halbleiter Ausstattung und Materialien;Technologie;61;78;17,88;64,19;-16,54;0,405;31;5,01;18,16;2,35;17,89;21,77;15,82;23;51,69;90,33;1,17;-15,98;1,40;-17,87;84;62,27;30,39;43,71;3,16;1,96;61,04;26,68;2.840,08;43;3,56;21,60;1,07;1,30
865884;KLA Corp.;US4824801009;Halbleiter Ausstattung und Materialien;Technologie;61;91;25,76;61,11;-9,99;0,363;27;6,41;20,87;2,69;19,75;21,02;16,00;57;109,93;195,33;13,94;-8,62;10,17;-8,41;66;156,78;38,93;20,75;2,24;1,37;207,66;43,09;1.376,08;49;3,03;11,57;-;1,10
868730;ASM International N.V.;NL0000334118;Halbleiter Ausstattung und Materialien;Technologie;91;64;9,90;60,81;-25,06;0,398;25;7,25;52,20;1,47;28,23;26,20;21,63;90;216,45;326,17;7,38;11,59;60,41;7,72;99;22,13;27,52;73,30;2,14;1,36;1,02;0,75;33.256,66;33;0,89;31,53;0,80;1,00
858872;Banco Santander S.A.;ES0113900J37;Banken - diversifiziert;Finanzdienstleistungen;89;86;4,43;30,76;-11,18;0,280;92;1,03;20,76;0,68;5,62;5,22;39,76;35;14,75;43,51;5,15;3,21;14,49;7,69;15;10,30;-;5,14;-;-;317,56;16,31;-;85;5,78;21,94;5,30;6,00
850628;JPMorgan Chase & Co.;US46625H1005;Banken - diversifiziert;Finanzdienstleistungen;69;91;2,22;17,70;-9,73;0,213;49;3,04;4,95;2,97;8,63;9,35;19,44;59;47,26;84,58;24,53;-0,50;37,90;-7,68;41;17,11;-;7,97;-;-;116,27;9,27;-;61;3,99;33,09;2,80;3,00
858388;Bank of America Corp.;US0605051046;Banken - diversifiziert;Finanzdienstleistungen;24;35;-10,94;-24,16;-31,34;0,255;38;2,20;neg.;7,41;7,70;8,10;27,95;17;11,03;30,48;6,43;-0,20;7,31;-4,91;36;11,41;-;8,95;-;-;110,88;9,93;-;72;5,23;26,96;3,50;3,80
857949;Wells Fargo & Co.;US9497461015;Banken - diversifiziert;Finanzdienstleistungen;65;56;-2,00;-9,39;-16,82;0,277;80;1,91;12,03;0,61;8,10;8,31;23,95;25;-5,00;16,48;11,26;-2,09;58,37;-2,61;34;9,47;-;9,56;-;-;108,62;10,39;-;77;8,43;36,62;3,20;3,60
923893;HSBC Holdings PLC;GB0005405286;Banken - diversifiziert;Finanzdienstleistungen;86;97;6,13;35,68;-9,40;0,269;92;1,97;4,26;0,72;5,93;5,92;32,85;27;3,49;102,25;-1,73;-0,71;69,89;0,38;34;12,79;-;6,32;-;-;108,94;6,88;-;58;5,47;170,00;8,40;10,40
887771;BNP Paribas S.A.;FR0000131104;Banken - Regional;Finanzdienstleistungen;81;72;-5,62;17,08;-17,04;0,263;87;1,23;7,74;1,11;6,59;5,82;41,10;27;-9,65;47,29;-21,46;5,79;8,20;13,27;18;9,97;-;4,57;-;-;244,39;11,16;-;92;6,45;50,00;8,10;8,70
917523;U.S. Bancorp;US9029733048;Banken - Regional;Finanzdienstleistungen;48;27;-4,64;-22,81;-37,41;0,380;63;1,96;4,31;2,30;8,46;7,65;30,53;33;25,57;-8,28;16,93;-0,45;3,15;9,32;31;12,37;-;7,52;-;-;136,68;10,28;-;86;5,90;50,95;6,10;6,20
850605;Intesa Sanpaolo S.p.A.;IT0000072618;Banken - Regional;Finanzdienstleistungen;95;69;-4,91;21,97;-11,28;0,255;95;1,88;2,15;0,70;5,92;5,64;46,49;54;36,13;65,01;11,04;0,91;72,19;4,79;25;9,86;-;6,32;-;-;155,93;9,85;-;88;15,12;71,26;12,00;12,50
867679;PNC Financial Services Group Inc;US6934751057;Banken - Regional;Finanzdienstleistungen;33;30;-8,80;-27,52;-33,44;0,309;49;2,13;11,53;5,61;8,46;9,09;21,87;16;33,07;24,67;2,04;-0,16;-2,94;-6,97;32;12,16;-;8,21;-;-;127,83;10,50;-;89;9,37;43,32;5,40;5,50
A2DJV6;UniCredit S.p.A.;IT0005239360;Banken - Regional;Finanzdienstleistungen;95;93;18,52;76,74;-6,93;0,344;92;1,93;14,63;0,58;5,43;5,25;40,76;38;11,54;125,26;8,65;-2,96;32,09;3,34;28;13,66;-;7,38;-;-;182,29;13,46;-;94;13,19;32,30;6,50;7,10
851194;Danone S.A.;FR0000120644;Verpackte Lebensmittel;Defensive Konsumgüter;30;78;-9,18;7,50;-12,67;0,143;34;1,17;17,29;3,40;15,66;14,97;8,80;25;12,97;-4,80;0,68;1,05;133,49;4,67;32;7,44;8,71;39,58;1,00;0,66;79,03;31,28;694,81;50;3,83;71,19;3,80;4,00
A0Q4DC;Nestlé S.A.;CH0038863350;Verpackte Lebensmittel;Defensive Konsumgüter;15;61;-9,68;-5,33;-15,11;0,160;16;2,91;42,18;3,66;20,11;18,69;21,89;33;3,75;45,89;0,44;3,48;43,33;7,61;19;24,01;13,87;31,06;0,88;0,45;129,37;40,18;1.003,60;49;5,21;86,26;3,10;3,30
A14TU4;Kraft Heinz Co., The;US5007541064;Verpackte Lebensmittel;Defensive Konsumgüter;30;44;-19,82;-10,78;-26,59;0,175;62;1,44;37,30;1,39;10,86;10,56;24,97;16;3,06;-65,36;2,22;1,35;50,07;2,82;29;6,40;17,42;53,78;0,87;0,35;41,23;22,17;422,04;63;4,76;83,77;5,10;5,10
853862;General Mills Inc.;US3703341046;Verpackte Lebensmittel;Defensive Konsumgüter;24;35;-27,65;-17,71;-30,25;0,188;41;1,86;22,40;1,90;18,18;14,14;11,18;29;22,41;53,71;5,80;2,74;-2,49;2,95;23;23,49;18,79;33,22;0,69;0,36;115,46;38,36;892,86;72;7,22;51,28;2,57;3,70
920876;Associated British Foods PLC;GB0006731235;Verpackte Lebensmittel;Defensive Konsumgüter;61;91;-0,23;40,76;-12,30;0,226;56;0,87;44,03;1,41;13,78;11,71;18,07;50;10,68;-13,52;17,94;4,78;6,64;17,68;50;6,95;6,84;57,89;1,93;0,91;33,97;19,67;684,78;38;3,14;-;2,50;2,80
A0ER6Q;Engie S.A.;FR0010208488;Versorgungsunternehmen - Diverzifierte;Versorger;52;88;-5,50;11,29;-5,86;0,201;69;0,35;15,00;3,36;6,81;8,20;26,03;61;72,81;483,13;4,88;-9,38;2.597,00;-16,95;11;-15,38;-5,97;14,54;1,11;0,66;118,51;17,24;-5,68;66;10,28;1.750,00;9,60;8,00
A0M46B;Iberdrola S.A.;ES0144580Y14;Versorgungsunternehmen - Diverzifierte;Versorger;19;67;-13,08;1,03;-15,57;0,181;34;1,23;30,37;3,23;14,21;13,53;20,94;21;57,85;63,31;2,63;0,09;-92,94;5,02;12;10,06;16,18;26,59;0,81;0,55;122,61;32,60;470,34;69;7,35;79,29;5,00;5,20
928624;ENEL S.p.A.;IT0003128367;Versorgungsunternehmen - Diverzifierte;Versorger;24;83;-8,28;25,66;-11,41;0,204;57;0,48;66,70;3,84;9,26;8,64;35,89;33;44,05;29,81;-22,67;0,03;306,75;7,12;4;7,32;9,68;13,05;0,95;0,58;306,75;40,03;432,61;58;6,89;266,67;7,60;7,70
915266;Sempra Energy;US8168511090;Versorgungsunternehmen - Diverzifierte;Versorger;24;64;-12,13;-2,52;-17,56;0,201;15;2,62;neg.;2,69;15,46;14,53;18,81;74;66,09;160,67;16,21;2,17;35,23;6,43;14;9,43;19,97;34,53;0,60;0,39;106,57;36,80;227,42;64;3,54;69,18;3,40;3,60
ENAG99;E.ON SE;DE000ENAG999;Versorgungsunternehmen - Diverzifierte;Versorger;57;86;-9,12;28,43;-12,38;0,176;73;0,25;10,59;1,83;9,93;10,93;15,94;27;272,26;-26,31;-5,39;-8,62;56,86;-9,20;25;4,17;2,34;11,07;1,39;1,17;351,97;32,41;290,37;61;4,70;72,86;4,90;5,10
863195;EssilorLuxottica S.A.;FR0000121667;Medizinische Geräte und Materialien;Gesundheitswesen;56;72;-10,07;1,53;-13,55;0,214;33;2,92;25,86;3,03;23,75;21,47;18,85;74;135,34;62,88;4,10;5,43;39,14;10,59;55;6,19;12,94;61,85;1,10;0,59;32,58;20,15;2.043,59;46;2,04;66,87;2,10;2,30
888024;Intuitive Surgical Inc.;US46120E6023;Medizinische Geräte und Materialien;Gesundheitswesen;61;49;-10,93;22,49;-25,26;0,309;11;14,79;100,14;3,35;47,88;41,06;31,98;91;91,55;68,70;14,65;14,64;49,95;16,60;97;11,92;24,34;85,11;4,40;3,65;0,73;0,64;-;11;2,29;-;0,00;0,00
857675;Becton Dickinson & Co.;US0758871091;Medizinische Geräte und Materialien;Gesundheitswesen;52;91;-0,46;16,64;-9,23;0,194;40;3,90;53,37;1,39;21,33;19,31;15,15;72;20,77;1.872,02;2,29;5,41;106,18;10,47;34;6,15;11,78;47,76;1,04;0,41;63,54;30,35;547,99;39;1,41;29,59;1,60;1,70
A2PDXE;ALCON N;CH0432492467;Medizinische Geräte und Materialien;Gesundheitswesen;43;80;6,13;11,58;-13,40;0,229;22;4,23;89,45;2,25;26,61;23,15;29,26;65;-;-;6,20;6,36;13,51;14,96;77;-;7,83;67,37;1,87;1,07;25,76;17,35;445,52;18;0,30;-;0,30;0,40
864330;West Pharmaceutic.Services Inc;US9553061055;Medizinische Geräte und Materialien;Gesundheitswesen;66;77;-1,82;56,82;-12,16;0,357;7;9,89;63,20;6,03;46,58;41,40;10,52;74;74,02;180,25;3,52;9,62;-0,29;12,52;94;20,06;21,51;74,23;3,70;2,70;11,84;8,79;8.706,33;30;1,19;9,44;0,20;0,20
A11873;Industria de Diseño Textil SA;ES0148396007;Einzelhandel der Bekleidung;Zyklische Konsumgüter;95;98;7,35;46,05;-8,36;0,200;25;3,18;16,54;1,82;23,21;19,88;14,97;86;38,41;52,06;17,51;11,11;27,35;26,73;92;31,73;18,68;56,73;1,80;1,34;32,90;18,66;3.820,83;43;2,17;-;-;4,50
854854;TJX Companies Inc.;US8725401090;Einzelhandel der Bekleidung;Zyklische Konsumgüter;47;100;13,56;31,90;-4,91;0,176;16;2,06;43,28;1,84;28,62;23,95;11,95;63;37,83;50,42;2,85;7,57;10,00;23,85;41;66,32;10,38;22,45;1,21;0,60;200,25;44,95;5.619,05;43;3,02;39,73;1,44;1,50
A0MXBY;Lululemon Athletica Inc.;US5500211090;Einzelhandel der Bekleidung;Zyklische Konsumgüter;61;82;3,81;32,57;-5,71;0,370;9;5,86;155,70;1,58;33,76;32,44;11,04;95;191,72;235,13;29,63;18,27;-10,81;81,57;76;31,52;22,12;56,16;2,12;0,86;33,99;19,09;-;10;0,85;-;-;0,00
870053;Ross Stores Inc.;US7782961038;Einzelhandel der Bekleidung;Zyklische Konsumgüter;56;98;9,18;36,57;-5,31;0,242;17;2,08;43,06;1,72;28,62;22,17;12,10;45;33,57;21,63;-1,17;7,05;-10,06;18,86;70;37,44;11,42;31,97;1,90;1,29;133,06;42,53;2.567,46;43;3,74;7,65;1,05;1,20
779551;NEXT PLC;GB0032089863;Einzelhandel der Bekleidung;Zyklische Konsumgüter;70;94;0,65;35,65;-8,77;0,241;35;1,74;12,84;3,20;11,80;12,54;11,66;41;27,76;23,07;8,82;5,76;8,87;-5,20;69;68,96;18,69;29,13;2,04;1,36;165,13;48,10;1.215,92;66;5,21;36,11;2,92;3,00
A2ANV3;ING Groep N.V.;NL0011821202;Banken - diversifiziert;Finanzdienstleistungen;95;86;5,58;21,69;-25,46;0,267;89;2,18;13,68;0,41;6,17;6,21;37,03;54;23,75;65,16;20,50;0,37;91,74;-0,78;21;11,36;-;5,16;-;-;239,44;12,35;-;95;9,39;55,35;8,40;8,40
850628;JPMorgan Chase & Co.;US46625H1005;Banken - diversifiziert;Finanzdienstleistungen;69;91;2,26;17,74;-9,71;0,213;49;3,04;4,95;2,97;8,63;9,35;19,42;59;47,26;84,58;24,53;-0,50;37,90;-7,68;41;17,11;-;7,97;-;-;116,27;9,27;-;61;3,99;33,09;2,80;3,00
858388;Bank of America Corp.;US0605051046;Banken - diversifiziert;Finanzdienstleistungen;24;35;-10,90;-24,13;-31,31;0,255;38;2,20;neg.;7,41;7,70;8,10;27,90;17;11,03;30,48;6,43;-0,20;7,31;-4,91;36;11,41;-;8,95;-;-;110,88;9,93;-;72;5,23;26,96;3,50;3,80
857949;Wells Fargo & Co.;US9497461015;Banken - diversifiziert;Finanzdienstleistungen;65;56;-1,98;-9,37;-16,81;0,277;80;1,91;12,03;0,61;8,10;8,31;23,92;25;-5,00;16,48;11,26;-2,09;58,37;-2,61;34;9,47;-;9,56;-;-;108,62;10,39;-;77;8,43;36,62;3,20;3,60
923893;HSBC Holdings PLC;GB0005405286;Banken - diversifiziert;Finanzdienstleistungen;86;97;6,13;35,68;-9,40;0,269;92;1,97;4,26;0,72;5,93;5,92;32,84;27;3,49;102,25;-1,73;-0,71;69,89;0,38;34;12,79;-;6,32;-;-;108,94;6,88;-;58;5,47;170,00;8,40;10,40
851223;Kering S.A.;FR0000121485;Luxuswaren;Zyklische Konsumgüter;39;25;-30,59;-13,05;-33,09;0,269;43;2,58;32,69;1,70;14,29;13,18;33,43;35;47,28;-4,39;-1,10;6,82;-3,90;8,41;63;24,32;24,89;41,24;1,37;0,65;79,95;32,97;2.937,02;66;3,90;42,34;3,40;3,70
853292;LVMH S.A.;FR0000121014;Luxuswaren;Zyklische Konsumgüter;47;41;-24,32;4,32;-26,30;0,242;16;4,24;36,85;2,31;20,77;19,43;30,21;77;84,32;152,93;9,00;7,50;13,98;7,06;70;29,56;27,71;40,93;1,26;0,51;63,77;26,10;5.365,44;46;2,26;42,81;2,10;2,30
886670;Hermes International S.C.A.;FR0000052292;Luxuswaren;Zyklische Konsumgüter;77;61;-16,85;26,24;-19,35;0,261;6;14,14;38,72;4,43;42,74;38,50;20,88;90;125,07;187,65;15,75;11,61;20,42;11,02;98;33,62;42,38;71,26;3,94;3,29;15,55;11,08;10.879,07;32;0,75;40,51;0,90;1,00
883123;Christian Dior SE;FR0000130403;Luxuswaren;Zyklische Konsumgüter;-;25;-25,21;1,12;-27,69;0,251;17;1,48;14,75;2,18;-;-;-32,61;-;-;-;-;-;-;-;54;35,62;27,70;14,43;1,27;0,52;184,69;26,65;5.347,00;61;1,72;42,11;-;-
A1W5CV;Cie Financière Richemont AG;CH0210483332;Luxuswaren;Zyklische Konsumgüter;52;29;-26,41;12,30;-33,21;0,312;44;3,35;18,10;0,68;31,22;15,52;46,00;72;51,34;45,11;19,14;6,11;-84,96;1.201,80;68;1,61;25,29;46,37;2,47;1,61;82,88;38,43;1.752,08;36;2,23;-;-;3,10
A0ET4X;KONE Oyj;FI0009013403;Spezielle Industriemaschinen;Industrie;27;37;-26,39;-7,33;-28,19;0,236;17;1,82;28,82;2,01;21,28;19,49;18,37;29;22,11;14,95;1,55;1,35;24,92;9,46;72;39,40;10,70;31,20;1,17;0,97;18,78;5,86;6.221,43;40;4,62;117,45;4,50;4,70
A3CSML;General Electric Co.;US3696043013;Spezielle Industriemaschinen;Industrie;32;89;6,56;46,55;-9,51;0,307;22;1,46;33,32;1,49;45,18;24,29;22,23;45;-35,75;-88,75;-18,58;10,60;3.828,20;86,01;39;28,59;15,85;19,37;1,16;0,81;95,54;18,50;187,87;32;1,38;6,91;0,40;0,40
723610;Siemens AG;DE0007236101;Spezielle Industriemaschinen;Industrie;52;58;-14,07;14,76;-23,90;0,237;60;1,37;18,00;1,02;13,11;12,39;39,16;42;-6,72;36,20;7,62;3,82;108,55;5,79;45;19,61;17,41;32,27;1,38;0,97;103,56;33,42;1.138,32;52;4,94;92,59;3,50;3,80
860180;Schneider Electric SE;FR0000121972;Spezielle Industriemaschinen;Industrie;35;69;-11,25;10,39;-15,77;0,228;21;2,49;27,48;2,14;18,16;16,72;22,97;61;40,19;85,28;5,51;4,58;25,21;8,61;42;15,57;16,07;43,58;0,91;0,56;41,13;17,93;2.447,26;50;2,01;51,22;2,50;2,70
A1J88N;Eaton Corporation PLC;IE00B8KQN827;Spezielle Industriemaschinen;Industrie;47;88;19,08;39,98;-18,88;0,265;12;3,85;45,79;2,17;22,16;19,98;21,39;65;6,88;78,26;11,29;6,66;42,43;10,95;63;15,79;15,44;48,66;1,38;0,73;53,49;26,03;2.121,53;41;1,71;53,58;1,70;1,80
